0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	8
40	18
41	17
42	15
43	10
44	12
45	8
46	14
47	9
48	13
49	10
50	11
51	10
52	9
53	3
54	3
55	8
56	10
57	8
58	8
59	9
60	8
61	8
62	7
63	8
64	13
65	9
66	12
67	9
68	5
69	4
70	6
71	3
72	8
73	15
74	6
75	7
76	9
77	3
78	4
79	6
80	8
81	13
82	6
83	8
84	4
85	4
86	7
87	7
88	8
89	6
90	5
91	3
92	7
93	6
94	10
95	1
96	8
97	6
98	5
99	3
100	6
101	5
102	5
103	8
104	15
105	11
106	13
107	12
108	14
109	12
110	10
111	16
112	15
113	14
114	14
115	11
116	7
117	7
118	9
119	12
120	9
121	10
122	9
123	7
124	4
125	7
126	6
127	8
128	4
129	6
130	10
131	5
132	9
133	8
134	6
135	5
136	9
137	5
138	7
139	7
140	9
141	3
142	5
143	11
144	7
145	5
146	11
147	12
148	9
149	19
150	8
151	6
152	10
153	9
154	9
155	11
156	17
157	14
158	8
159	11
160	11
161	6
162	3
163	2
164	2
165	8
166	8
167	6
168	6
169	4
170	9
171	4
172	6
173	6
174	8
175	11
176	8
177	6
178	3
179	8
180	9
181	2
182	3
183	9
184	6
185	4
186	7
187	6
188	8
189	6
190	9
191	2
192	7
193	6
194	5
195	4
196	5
197	3
198	7
199	4
200	6
201	4
202	4
203	5
204	9
205	13
206	13
207	15
208	8
209	6
210	11
211	10
212	3
213	3
214	4
215	3
216	10
217	5
218	7
219	7
220	6
221	5
222	7
223	7
224	10
225	12
226	6
227	5
228	9
229	6
230	3
231	14
232	8
233	9
234	4
235	5
236	9
237	9
238	8
239	7
240	20
241	13
242	21
243	17
244	7
245	4
246	8
247	8
248	6
249	6
250	4
251	7
252	4
253	5
254	2
255	3
256	6
257	5
258	2
259	7
260	5
261	8
262	10
263	7
264	8
265	6
266	9
267	7
268	7
269	4
270	3
271	6
272	10
273	9
274	13
275	7
276	13
277	16
278	12
279	15
280	21
281	18
282	10
283	9
284	3
285	7
286	5
287	8
288	5
289	10
290	3
291	11
292	5
293	3
294	4
295	6
296	7
297	4
298	7
299	8
300	6
301	8
302	6
303	6
304	6
305	4
306	10
307	5
308	6
309	5
310	7
311	9
312	13
313	4
314	8
315	3
316	6
317	2
318	4
319	7
320	8
321	3
322	7
323	7
324	5
325	7
326	6
327	5
328	2
329	3
330	2
331	7
332	8
333	7
334	5
335	3
336	9
337	3
338	4
339	8
340	7
341	12
342	11
343	10
344	9
345	4
346	5
347	5
348	8
349	7
350	6
351	3
352	6
353	4
354	7
355	6
356	6
357	7
358	6
359	5
360	5
361	8
362	5
363	4
364	4
365	4
366	8
367	5
368	5
369	7
370	5
371	5
372	9
373	7
374	7
375	12
376	13
377	15
378	45
379	51
380	64
381	117
382	155
383	160
384	146
385	153
386	101
387	81
388	36
389	23
390	7
391	8
392	7
393	7
394	8
395	11
396	6
397	10
398	10
399	4
400	6
401	8
402	5
403	2
404	8
405	6
406	2
407	6
408	8
409	4
410	5
411	10
412	7
413	6
414	11
415	1
416	10
417	7
418	11
419	13
420	11
421	16
422	15
423	21
424	23
425	16
426	28
427	19
428	24
429	31
430	25
431	29
432	24
433	35
434	39
435	26
436	44
437	48
438	55
439	68
440	122
441	166
442	217
443	328
444	401
445	647
446	892
447	1191
448	1606
449	1877
450	1986
451	1913
452	1477
453	1083
454	679
455	379
456	219
457	111
458	49
459	20
460	15
461	10
462	8
463	13
464	8
465	3
466	7
467	5
468	7
469	14
470	7
471	6
472	4
473	3
474	7
475	6
476	6
477	6
478	7
479	6
480	6
481	6
482	4
483	8
484	4
485	1
486	9
487	5
488	1
489	4
490	7
491	6
492	9
493	4
494	4
495	5
496	5
497	10
498	3
499	17
500	8
501	13
502	10
503	13
504	15
505	12
506	19
507	22
508	50
509	48
510	79
511	59
512	69
513	62
514	59
515	41
516	38
517	36
518	40
519	45
520	58
521	47
522	40
523	32
524	24
525	26
526	20
527	24
528	26
529	26
530	21
531	23
